date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
2014-07-03,1195000.0,5,3.0,3420,18129.0,2.0,0,0.0,3,2540,880,1952.0,2005,7657-7801 E Mercer Way,Mercer Island,WA 98040,USA
2014-06-21,930000.0,3,2.5,3290,6830.0,2.0,0,0.0,3,3290,0,2000.0,0,14845 NE 73rd Way,Redmond,WA 98052,USA
2014-07-01,1150000.0,4,2.5,3340,10422.0,2.0,0,0.0,3,3340,0,1996.0,0,10640 NE 46th St,Kirkland,WA 98033,USA
2014-07-02,268971.875,4,2.5,1954,4805.0,2.0,0,0.0,3,1954,0,2005.0,0,19320 113th Ave SE,Kent,WA 98031,USA
2014-05-16,330000.0,3,1.5,1170,4950.0,1.0,0,0.0,4,1170,0,1960.0,2001,15421 SE 4th Pl,Bellevue,WA 98007,USA
2014-07-08,0.0,4,2.25,2890,18226.0,3.0,1,4.0,3,2890,0,1984.0,0,3227-3399 Mountain View Ave N,Renton,WA 98056,USA
2014-05-13,635000.0,4,1.75,1950,13320.0,1.0,0,0.0,4,1370,580,1969.0,0,15018 NE 10th Pl,Bellevue,WA 98007,USA
2014-07-09,550000.0,4,1.75,2150,9000.0,1.0,0,0.0,4,1110,1040,1966.0,0,17010 NE 88th St,Redmond,WA 98052,USA
2014-06-04,400000.0,3,2.0,2260,11305.0,1.0,0,0.0,3,1130,1130,1986.0,0,2811 Mill Ave S,Renton,WA 98055,USA
2014-06-24,329445.0,2,1.5,830,1119.0,2.0,0,0.0,3,830,0,2005.0,0,2300 14th Ave S,Seattle,WA 98144,USA
2014-06-10,710000.0,3,3.5,2440,3427.0,2.0,0,0.0,3,1990,450,2000.0,0,2469 132nd Ave SE,Bellevue,WA 98005,USA
2014-06-28,314500.0,3,1.75,1700,17355.0,1.0,0,0.0,3,1200,500,1978.0,0,26522 214th Ave SE,Maple Valley,WA 98038,USA
2014-05-29,475300.0,3,1.0,2110,10005.0,1.0,0,0.0,5,1110,1000,1924.0,1956,9719 130th Ave NE,Kirkland,WA 98033,USA
2014-07-01,729032.0,4,2.5,2840,12866.0,1.0,0,0.0,4,1780,1060,1977.0,0,3200 130th Ave NE,Bellevue,WA 98005,USA
2014-06-09,240000.0,4,1.0,1910,16320.0,1.5,0,0.0,3,1910,0,1934.0,1978,9817 26th Ave SW,Seattle,WA 98106,USA
2014-05-21,895000.0,5,3.0,2876,13927.0,1.0,0,2.0,4,1970,906,1973.0,0,5558 W Mercer Way,Mercer Island,WA 98040,USA
2014-06-03,235000.0,2,1.0,720,4840.0,1.0,0,0.0,4,720,0,1947.0,1988,5403 34th Ave SW,Seattle,WA 98126,USA
2014-05-28,341750.0,3,2.25,2180,7741.0,2.0,0,0.0,3,2180,0,1986.0,0,4315 201st Ave NE,Sammamish,WA 98074,USA
2014-05-23,90000.0,2,1.0,580,7500.0,1.0,0,0.0,3,580,0,1943.0,2002,6621 S 131st Pl,Seattle,WA 98178,USA
2014-06-16,565000.0,4,2.75,3130,139392.0,2.0,0,0.0,4,3130,0,1981.0,0,27705 114th Ave SE,Kent,WA 98030,USA
2014-06-23,403500.0,3,1.0,1830,8004.0,1.0,0,0.0,3,1200,630,1960.0,2012,13337 30th Ave NE,Seattle,WA 98125,USA
2014-05-09,0.0,2,2.5,2200,188200.0,1.0,0,3.0,3,2200,0,2007.0,0,39612 254th Ave SE,Enumclaw,WA 98022,USA
2014-07-10,265000.0,3,2.5,1530,6000.0,2.0,0,0.0,4,1530,0,1991.0,0,22923 SE 282nd St,Maple Valley,WA 98038,USA
2014-06-27,725000.0,3,2.5,3580,54450.0,1.5,0,0.0,3,3580,0,1990.0,2009,23115 SE 222nd St,Maple Valley,WA 98038,USA
2014-07-03,650000.0,3,1.5,1380,4500.0,1.0,0,0.0,5,1380,0,1960.0,0,2719 63rd Ave SE,Mercer Island,WA 98040,USA
2014-07-09,310000.0,3,1.5,1460,9908.0,1.0,0,0.0,3,1460,0,1952.0,2008,19539 4th Ave S,Des Moines,WA 98148,USA
2014-06-17,720000.0,4,2.5,2650,11520.0,2.0,0,0.0,3,2110,540,1988.0,2000,11433 NE 91st St,Kirkland,WA 98033,USA
2014-05-27,326100.0,2,1.0,880,7683.0,1.0,0,0.0,3,880,0,1942.0,1999,11709 3rd Ave NW,Seattle,WA 98177,USA
2014-06-11,0.0,5,2.75,3240,6863.0,2.0,0,0.0,3,3240,0,2013.0,1923,1301-1303 Monterey Ave NE,Renton,WA 98056,USA
2014-07-07,245000.0,2,1.0,1500,6685.0,1.0,0,0.0,3,1190,310,1926.0,2003,12226 Phinney Ave N,Seattle,WA 98133,USA
2014-06-19,1068000.0,5,3.5,3990,9938.0,2.0,0,0.0,3,3990,0,2001.0,0,13828 SE 92nd St,Newcastle,WA 98059,USA
2014-06-20,632500.0,4,2.5,2090,10306.0,2.0,0,0.0,3,2090,0,1986.0,0,21604 NE 22nd Ct,Sammamish,WA 98074,USA
2014-05-30,545000.0,4,2.5,2720,4738.0,2.0,0,0.0,3,2720,0,2012.0,1912,35229 SE Terrace St,Snoqualmie,WA 98065,USA
2014-06-25,585000.0,4,2.75,2890,6825.0,1.0,0,0.0,3,1560,1330,1973.0,2013,11826 NE 145th St,Kirkland,WA 98034,USA
2014-07-01,925000.0,5,5.5,5190,12637.0,2.0,0,2.0,3,5190,0,2001.0,0,6525 Cascade Ave SE,Snoqualmie,WA 98065,USA
2014-06-11,292000.0,4,2.75,2414,7693.0,2.0,0,0.0,3,2414,0,2006.0,0,315 F St SE,Auburn,WA 98002,USA
2014-06-10,1795000.0,5,3.25,5270,17232.0,2.0,0,1.0,3,4010,1260,1977.0,2003,5355 84th Pl SE,Mercer Island,WA 98040,USA
2014-06-30,1095000.0,4,2.75,3330,9143.0,2.0,0,0.0,4,3330,0,1995.0,0,11217 NE 90th St,Kirkland,WA 98033,USA
2014-06-18,850000.0,5,3.5,3450,28324.0,1.0,0,0.0,5,2350,1100,1972.0,0,11010 108th Ave NE,Kirkland,WA 98033,USA
2014-05-27,329000.0,3,1.0,1600,5952.0,1.0,0,0.0,4,1150,450,1964.0,0,8127 22nd Ave SW,Seattle,WA 98106,USA
2014-07-08,245000.0,4,2.25,2600,6390.0,1.0,0,0.0,3,1390,1210,1978.0,0,26th Ave SW,Federal Way,WA 98023,USA
2014-07-01,0.0,2,2.25,2130,4920.0,1.5,0,4.0,4,1530,600,1941.0,1998,3428 60th Ave SW,Seattle,WA 98116,USA
2014-06-23,291500.0,3,1.0,880,9238.0,1.5,0,0.0,5,880,0,1946.0,0,16529 10th Ave NE,Shoreline,WA 98155,USA
2014-06-14,525000.0,4,2.75,2360,4924.0,2.0,0,0.0,3,2360,0,2008.0,0,20012 79th Ave NE,Kenmore,WA 98028,USA
2014-06-02,327000.0,3,1.5,1320,13200.0,1.0,0,0.0,3,1320,0,1970.0,2014,11406 Nile Ave NE,Renton,WA 98059,USA
2014-05-19,366500.0,4,2.75,2070,9300.0,1.0,0,0.0,5,1120,950,1945.0,0,15511 9th Ave NE,Shoreline,WA 98155,USA
2014-05-19,462000.0,5,1.75,1250,10530.0,1.0,0,0.0,4,1250,0,1966.0,0,4 151st Pl NE,Bellevue,WA 98007,USA
2014-05-22,275000.0,1,0.75,1170,14149.0,1.0,0,0.0,5,880,290,1962.0,0,37316 W Lake Walker Dr SE,Enumclaw,WA 98022,USA
2014-05-20,749950.0,3,2.5,2770,10773.0,2.0,0,2.0,3,2770,0,1992.0,0,16420 SE 39th Pl,Bellevue,WA 98008,USA
2014-05-27,1570000.0,4,3.75,3070,5850.0,2.0,0,0.0,5,2400,670,1927.0,0,1527 39th Ave E,Seattle,WA 98112,USA
2014-07-03,490600.0,3,2.5,3316,11447.0,2.0,0,0.0,3,3316,0,1986.0,0,33247-33248 2nd Pl SW,Federal Way,WA 98023,USA
2014-05-21,535000.0,2,1.0,1030,4841.0,1.0,0,0.0,3,920,110,1939.0,1969,1317 N 79th St,Seattle,WA 98103,USA
2014-05-21,2700000.0,5,4.75,5305,8401.0,2.0,0,2.0,3,3745,1560,2005.0,0,1010 6th St W,Kirkland,WA 98033,USA
2014-05-14,188000.0,4,2.75,3260,19542.0,1.0,0,0.0,4,2170,1090,1968.0,0,1525 79th Pl NE,Medina,WA 98039,USA
2014-06-11,785000.0,3,3.5,4500,21870.0,2.0,0,0.0,3,4500,0,2004.0,2003,13528 SE 333rd Pl,Auburn,WA 98092,USA
2014-05-06,655500.0,4,3.5,3380,8330.0,2.0,0,0.0,3,3380,0,2000.0,0,1703 NW 200th Ln,Shoreline,WA 98177,USA
2014-06-26,350000.0,3,2.25,1780,16290.0,2.0,0,0.0,4,1780,0,1987.0,0,15617 160th Ct SE,Renton,WA 98058,USA
2014-06-30,760000.0,4,2.5,3300,165528.0,2.0,0,0.0,3,3300,0,1984.0,0,19014 233rd Ave NE,Woodinville,WA 98077,USA
2014-06-04,327500.0,3,1.0,1070,7140.0,1.0,0,0.0,3,1070,0,1989.0,0,3510 S Holly St,Seattle,WA 98118,USA
2014-06-12,440000.0,3,1.0,1710,6556.0,1.5,0,0.0,4,1200,510,1926.0,1993,12220 Phinney Ave N,Seattle,WA 98133,USA
2014-05-02,295000.0,2,2.5,1630,1368.0,2.0,0,0.0,3,1280,350,2009.0,0,5944-6082 Delridge Way SW,Seattle,WA 98106,USA
2014-05-22,300000.0,5,2.5,2760,6000.0,2.0,0,0.0,3,2760,0,2006.0,0,843 S Rose St,Seattle,WA 98108,USA
2014-06-26,280927.0,4,2.25,2070,7350.0,2.0,0,0.0,4,2070,0,1977.0,0,26732 Carnaby Way,Kent,WA 98032,USA
2014-06-05,647500.0,3,1.75,1290,3870.0,1.0,0,0.0,5,1290,0,1916.0,0,1727 Lake Washington Blvd S,Seattle,WA 98144,USA
2014-05-12,0.0,5,4.5,4630,6324.0,2.0,0,0.0,3,3210,1420,2006.0,0,6925 Oakmont Ave SE,Snoqualmie,WA 98065,USA
2014-06-11,381000.0,3,1.5,1460,11407.0,1.0,0,0.0,3,1460,0,1954.0,2005,16044 33rd Ave NE,Lake Forest Park,WA 98155,USA
2014-06-25,190368.75,2,1.0,1120,5650.0,1.0,0,0.0,3,1120,0,1944.0,0,7414 S 118th Pl,Seattle,WA 98178,USA
2014-05-12,615000.0,2,1.75,2040,28593.0,1.5,1,3.0,4,2040,0,1919.0,1990,23014 Vashon Hwy SW,Vashon,WA 98070,USA
2014-05-15,343000.0,4,1.75,2290,10290.0,1.0,0,0.0,3,1340,950,1960.0,2012,2816 SW 110th Pl,Seattle,WA 98146,USA
2014-06-10,1070000.0,3,3.0,2940,4622.0,2.0,0,0.0,4,2230,710,1988.0,0,4814 University View Pl NE,Seattle,WA 98105,USA
2014-05-15,274750.0,4,2.5,1840,1562.0,2.0,0,0.0,3,1400,440,2004.0,2003,2414 SW Holden St,Seattle,WA 98106,USA
2014-07-08,1205000.0,4,3.5,3150,5500.0,2.0,0,0.0,3,3150,0,2014.0,0,4908 32nd Ave NE,Seattle,WA 98105,USA
2014-05-21,542500.0,5,3.25,3010,1074218.0,1.5,0,0.0,5,2010,1000,1931.0,0,16200-16398 252nd Ave SE,Issaquah,WA 98027,USA
2014-06-20,378000.0,4,2.5,1890,12236.0,1.0,0,0.0,3,1230,660,1978.0,0,41936 SE 168th St,North Bend,WA 98045,USA
2014-07-08,410000.0,4,2.25,2060,7283.0,1.0,0,0.0,3,1220,840,1963.0,2013,15568 11th Ave NE,Shoreline,WA 98155,USA
2014-06-10,515000.0,3,2.5,1800,5001.0,2.0,0,0.0,3,1800,0,1996.0,0,8230 NE 125th Ct,Kirkland,WA 98034,USA
2014-06-03,230000.0,3,2.0,1440,5600.0,1.0,0,0.0,4,720,720,1942.0,2007,2508 NE 7th St,Renton,WA 98056,USA
2014-05-29,230000.0,2,1.0,950,7560.0,1.0,0,0.0,3,950,0,1958.0,2004,17018 124th Ave SE,Renton,WA 98058,USA
2014-06-17,4668000.0,5,6.75,9640,13068.0,1.0,1,4.0,3,4820,4820,1983.0,2009,5044 Butterworth Rd,Mercer Island,WA 98040,USA
2014-05-20,599950.0,3,2.5,2660,4975.0,2.0,0,0.0,3,2660,0,2014.0,0,4810 S Raymond St,Seattle,WA 98118,USA
2014-05-21,1003000.0,4,2.75,2290,6120.0,2.0,0,0.0,4,2170,120,1926.0,1993,124 NE 63rd St,Seattle,WA 98115,USA
2014-05-06,218000.0,3,1.75,1850,7684.0,1.0,0,0.0,3,1320,530,1979.0,2014,33945 28th Pl SW,Federal Way,WA 98023,USA
2014-06-10,307000.0,4,1.0,1150,8184.0,1.5,0,0.0,3,1150,0,1947.0,2012,15562 9th Ave NE,Shoreline,WA 98155,USA
2014-06-17,0.0,5,3.75,3870,8225.0,2.0,0,0.0,3,3870,0,1998.0,2006,101-127 247th Ave SE,Sammamish,WA 98074,USA
2014-06-06,432000.0,3,1.75,1470,6250.0,1.0,0,3.0,4,1070,400,1939.0,1989,3715 NE 153rd St,Lake Forest Park,WA 98155,USA
2014-06-17,225279.4286,3,2.25,2110,7665.0,1.0,0,0.0,4,1360,750,1973.0,0,32744 30th Ave SW,Federal Way,WA 98023,USA
2014-06-26,300000.0,3,2.25,1780,10395.0,1.0,0,0.0,3,1780,0,1967.0,2011,14229 SE 165th Pl,Renton,WA 98058,USA
2014-06-26,1990000.0,5,3.0,4480,5000.0,2.5,0,0.0,5,3420,1060,1902.0,0,923 14th Ave E,Seattle,WA 98112,USA
2014-05-06,369950.0,3,2.0,1270,1320.0,3.0,0,0.0,3,1270,0,2006.0,0,8846 Midvale Ave N,Seattle,WA 98103,USA
2014-06-18,650000.0,3,1.5,1320,8114.0,1.0,0,0.0,3,1320,0,1951.0,1994,3110 109th Ave SE,Bellevue,WA 98004,USA
2014-06-05,653000.0,3,2.5,2680,9750.0,1.0,0,0.0,4,1610,1070,1979.0,0,8236 NE 115th Way,Kirkland,WA 98034,USA
2014-06-16,385000.0,4,2.5,2960,5054.0,2.0,0,0.0,3,2960,0,2006.0,0,26920 229th Pl SE,Maple Valley,WA 98038,USA
2014-07-09,275000.0,4,2.0,2030,8426.0,2.0,0,0.0,3,2030,0,1944.0,0,3515 S 137th St,Tukwila,WA 98168,USA
2014-05-27,480000.0,3,1.0,1150,4945.0,1.0,0,2.0,3,1150,0,1943.0,2002,4103 37th Ave SW,Seattle,WA 98126,USA
2014-05-14,420000.0,4,2.5,3040,24123.0,2.0,0,0.0,3,3040,0,1999.0,0,4620 Kennedy Ave SE,Auburn,WA 98092,USA
2014-05-21,700000.0,4,3.25,2780,7875.0,2.0,0,0.0,3,2780,0,2006.0,0,543 N 138th St,Seattle,WA 98133,USA
2014-06-20,339990.0,3,2.5,2570,4600.0,2.0,0,0.0,3,2570,0,2014.0,0,5703 Charlotte Ave SE,Auburn,WA 98092,USA
2014-06-13,430000.0,3,2.0,1910,5040.0,1.5,0,0.0,3,1910,0,1971.0,0,2415 209th Ave NE,Sammamish,WA 98074,USA
2014-06-03,449500.0,5,2.75,2040,7488.0,1.0,0,0.0,4,1200,840,1969.0,0,12610 NE 142nd St,Kirkland,WA 98034,USA
2014-06-12,223000.0,2,1.0,910,9869.0,1.0,0,0.0,3,910,0,1957.0,2000,11644 SE 163rd St,Renton,WA 98058,USA
2014-05-20,953007.0,4,3.5,3120,5086.0,2.0,0,0.0,3,2480,640,2008.0,0,6511 37th Ave NE,Seattle,WA 98115,USA
2014-06-27,234000.0,4,1.0,1390,18000.0,1.0,0,0.0,3,1390,0,1955.0,2013,3915 S 238th St,Kent,WA 98032,USA
2014-05-07,365000.0,5,2.75,2410,5003.0,1.0,0,0.0,3,1410,1000,2008.0,0,7956 46th Ave S,Seattle,WA 98118,USA
2014-05-27,370000.0,2,2.25,1280,835.0,2.0,0,0.0,3,1080,200,2009.0,0,3825 S Angeline St,Seattle,WA 98118,USA
2014-05-20,500000.0,3,2.5,1210,1200.0,3.0,0,0.0,3,1210,0,2008.0,0,3903 Woodland Park Ave N,Seattle,WA 98103,USA
2014-06-27,550000.0,4,3.5,4150,16197.0,2.0,0,0.0,3,4150,0,2006.0,0,11824 SE 290th Pl,Auburn,WA 98092,USA
2014-06-03,193000.0,3,1.5,1180,9048.0,1.0,0,0.0,3,1180,0,1960.0,2012,454 S 190th St,Burien,WA 98148,USA
2014-06-11,515000.0,3,2.5,3370,19585.0,2.0,0,0.0,3,3200,170,1951.0,1994,15043 Densmore Ave N,Shoreline,WA 98133,USA
2014-06-17,936000.0,3,1.75,2960,12420.0,1.0,0,2.0,4,1480,1480,1952.0,0,3267 57th Ave SW,Seattle,WA 98116,USA
2014-06-19,799000.0,4,2.5,2590,7910.0,2.0,0,0.0,3,2590,0,2001.0,0,4022 NE 95th St,Seattle,WA 98115,USA
2014-06-19,543000.0,3,2.25,1240,949.0,3.0,0,0.0,3,1240,0,2008.0,0,3455 Meridian Ave N,Seattle,WA 98103,USA
2014-05-28,465000.0,3,2.25,1840,5752.0,2.0,0,0.0,3,1840,0,2003.0,0,11526 NE 116th St,Kirkland,WA 98034,USA
2014-06-04,610000.0,4,3.5,2910,5260.0,2.0,0,0.0,3,2910,0,2012.0,1912,9311 Nye Ave SE,Snoqualmie,WA 98065,USA
2014-07-07,199990.0,3,1.0,1100,8560.0,1.0,0,0.0,3,1100,0,1961.0,2004,214 SW 305th St,Federal Way,WA 98023,USA
2014-06-09,1150000.0,3,2.5,2850,10474.0,1.0,0,0.0,4,1730,1120,1954.0,1979,9824 NE 13th St,Bellevue,WA 98004,USA
2014-06-03,0.0,5,2.75,2740,5616.0,1.5,0,0.0,5,1670,1070,1925.0,0,1013 NE 80th St,Seattle,WA 98115,USA
2014-07-02,550607.1429,4,2.0,1660,4800.0,1.5,0,0.0,3,1660,0,1922.0,2008,4007 Woodland Park Ave N,Seattle,WA 98103,USA
2014-05-08,530000.0,4,2.75,2280,2850.0,1.5,0,0.0,4,1540,740,1930.0,0,8013 20th Ave NE,Seattle,WA 98115,USA
2014-05-21,1130000.0,4,3.25,3810,8519.0,1.0,0,1.0,3,2680,1130,2007.0,0,10022 NE 110th St,Kirkland,WA 98033,USA
2014-05-12,642000.0,4,2.5,2550,10000.0,1.0,0,0.0,3,1290,1260,1964.0,2000,15003 NE 12th St,Bellevue,WA 98007,USA
2014-06-03,309000.0,5,2.75,2481,4045.0,2.0,0,0.0,3,2481,0,2014.0,0,38071 39th Ave S,Auburn,WA 98001,USA
2014-05-21,1065000.0,2,1.75,1890,9466.0,2.0,0,0.0,3,1890,0,1987.0,2000,130 97th Ave NE,Bellevue,WA 98004,USA
2014-05-02,,3,2.25,1750,1572.0,2.5,0,0.0,3,1470,280,2005.0,0,3140 Franklin Ave E,,WA 98102,USA
2014-06-06,452000.0,2,1.75,1740,5400.0,1.0,0,0.0,4,990,750,1946.0,1989,9411 44th Pl NE,Seattle,WA 98115,USA
2014-05-31,538888.0,5,2.75,2080,13189.0,2.0,0,0.0,3,2080,0,1987.0,2000,23022 NE 21st St,Sammamish,WA 98074,USA
2014-06-25,150000.0,2,1.0,890,8100.0,1.0,0,0.0,3,890,0,1942.0,1999,13232 5th Ave SW,Burien,WA 98146,USA
2014-06-23,502000.0,6,2.5,2890,8122.0,1.0,0,0.0,3,1630,1260,1977.0,2004,2413 171 Ave SE,Bellevue,WA 98008,USA
2014-06-12,445000.0,3,1.0,1050,5664.0,1.0,0,0.0,4,910,140,1947.0,1988,8244 40th Ave NE,Seattle,WA 98115,USA
2014-06-01,84350.0,4,2.0,2630,16475.0,2.0,0,0.0,4,2630,0,1953.0,1983,9033 NE 32nd St,Yarrow Point,WA 98004,USA
2014-05-09,376000.0,3,2.0,1340,1384.0,3.0,0,0.0,3,1340,0,2008.0,0,9245-9249 Fremont Ave N,Seattle,WA 98103,USA
2014-05-21,220000.0,3,1.0,1060,9126.0,1.0,0,2.0,5,1060,0,1956.0,0,1122 Harding St,Enumclaw,WA 98022,USA
2014-05-05,620000.0,3,1.75,1480,2185.0,2.5,0,0.0,3,1480,0,2005.0,0,10512 128th Ave NE,,WA 98033,USA
2014-07-08,210000.0,3,2.0,960,9380.0,1.0,0,0.0,3,960,0,1949.0,1998,13045 6th Pl SW,Seattle,WA 98146,USA
2014-06-10,400000.0,4,2.5,2530,7563.0,1.0,0,0.0,3,1440,1090,1978.0,0,9808 NE 204th Pl,Bothell,WA 98011,USA
2014-05-07,379500.0,2,1.0,1640,17335.0,1.0,0,0.0,3,840,800,1978.0,0,3301-3389 289th Ave NE,Redmond,,USA
2014-05-09,2238888.0,5,6.5,7270,130017.0,2.0,0,0.0,3,6420,850,2010.0,0,7070 270th Pl SE,Issaquah,WA 98029,USA
2014-05-06,533000.0,5,2.75,1800,3780.0,1.5,0,0.0,3,1400,400,1926.0,2003,7434 Winona Ave N,Seattle,WA 98103,USA
2014-06-09,599950.0,4,3.5,3730,15029.0,2.0,0,2.0,3,2440,1290,1991.0,0,24702 132nd Ct SE,Kent,WA 98042,USA
2014-05-27,450000.0,4,2.5,2520,8515.0,2.0,0,0.0,3,2520,0,1999.0,0,28312 NE 138th Pl,Duvall,WA 98019,USA
2014-05-07,253000.0,3,1.75,1250,10122.0,1.0,0,0.0,3,1250,0,1994.0,0,25502 Kanasket Dr,Black Diamond,WA 98010,USA
2014-06-13,350000.0,3,1.75,1820,9545.0,1.0,0,0.0,3,1230,590,1976.0,0,3037 NE 205th St,Lake Forest Park,WA 98155,USA
2014-05-13,1105000.0,4,1.5,2740,4000.0,2.0,0,0.0,5,1930,810,1905.0,0,1707-1713 3rd Ave N,Seattle,WA 98109,USA
2014-07-07,1300000.0,4,2.25,2360,4000.0,2.0,0,0.0,3,2360,0,2013.0,1923,186 34th Ave E,Seattle,WA 98112,USA
2014-06-26,669000.0,2,1.75,1950,10766.0,1.0,0,3.0,4,1160,790,1952.0,0,3533 SW 171st St,Burien,WA 98166,USA
2014-05-14,316000.0,4,2.5,2010,7226.0,2.0,0,0.0,3,2010,0,1995.0,0,1522 55th Ct SE,Auburn,WA 98092,USA
2014-07-01,673476.8182,4,2.5,1820,20011.0,2.0,0,0.0,3,1820,0,1987.0,2000,22101 SE 28th St,Sammamish,WA 98075,USA
2014-05-22,850000.0,4,3.25,3090,6744.0,2.0,0,4.0,3,3090,0,2013.0,1923,19117-19123 Richmond Beach Dr NW,Shoreline,WA 98177,USA
2014-06-23,362500.0,2,1.5,940,1768.0,2.0,0,0.0,3,940,0,2009.0,0,1124 29th Ave S,Seattle,WA 98144,USA
2014-06-19,607500.0,3,3.25,1530,1612.0,3.0,0,0.0,3,1530,0,2006.0,0,1537 NW 58th St,Seattle,WA 98107,USA
2014-05-15,720000.0,3,2.5,3150,151588.0,2.0,0,0.0,3,3150,0,2007.0,0,31215 SE 40th St,Fall City,WA 98024,USA
2014-07-07,328000.0,3,2.0,2250,7904.0,1.5,0,0.0,3,2250,0,1998.0,2006,1512 10th Ct NW,Auburn,WA 98001,USA
2014-06-20,1950000.0,7,3.5,4640,15235.0,2.0,0,1.0,3,2860,1780,1965.0,2003,8105 SE 44th St,Mercer Island,WA 98040,USA
2014-06-18,300000.0,3,2.5,1700,3575.0,2.0,0,0.0,3,1700,0,2000.0,0,6729 Shaffer Ave S,Seattle,WA 98108,USA
2014-05-14,234000.0,4,2.0,1630,9010.0,1.0,0,0.0,4,1050,580,1975.0,0,10872 SE 318th Pl,Auburn,WA 98092,USA
2014-06-17,729000.0,3,1.0,1580,3840.0,2.0,0,0.0,3,1580,0,1908.0,1988,112 10th Ave E,Seattle,WA 98102,USA
2014-06-11,762400.0,3,1.75,2430,14607.0,1.0,0,1.0,3,1230,1200,1949.0,1970,4854 E Mercer Way,Mercer Island,WA 98040,USA
2014-06-11,522000.0,3,1.75,1730,8400.0,1.0,0,0.0,4,1400,330,1980.0,0,8605 169th Ct NE,Redmond,WA 98052,USA
2014-06-04,532000.0,3,2.5,1820,4910.0,2.0,0,0.0,3,1820,0,1993.0,0,25756 SE 41st St,Issaquah,WA 98029,USA
2014-07-09,237950.0,2,1.75,1460,7926.0,1.0,0,0.0,4,1460,0,1987.0,0,26231 187th Pl SE,Covington,WA 98042,USA
2014-06-02,686000.0,3,1.5,1840,9990.0,2.0,0,0.0,5,1840,0,1961.0,0,11727 9th Ave NW,Seattle,WA 98177,USA
2014-06-18,1400000.0,3,2.0,2020,5500.0,1.5,0,3.0,3,1790,230,1937.0,1999,2340 Magnolia Blvd W,Seattle,WA 98199,USA
2014-05-16,252700.0,2,1.5,1070,9643.0,1.0,0,0.0,3,1070,0,1985.0,0,13105 SE 277th Pl,Kent,WA 98030,USA
2014-05-12,420000.0,2,2.5,1480,1369.0,3.0,0,0.0,3,1480,0,2009.0,0,8107 165th Ave NE,Redmond,WA 98052,USA
2014-05-12,192000.0,2,1.0,700,10540.0,1.0,0,0.0,3,700,0,1953.0,0,124 SW 185th St,Normandy Park,WA 98166,USA
2014-06-12,670000.0,3,2.5,2050,6420.0,1.0,0,3.0,3,1730,320,1956.0,2001,5625 SW Orleans St,Seattle,WA 98116,USA
2014-06-25,1700000.0,5,3.5,5850,22885.0,2.0,0,2.0,4,4670,1180,1978.0,2000,9625-9701 SE 5th St,Bellevue,WA 98004,USA
2014-06-20,291000.0,3,1.5,1860,60960.0,1.0,0,0.0,4,1140,720,1967.0,0,24815 180th Ave SE,Covington,WA 98042,USA
2014-06-20,654000.0,3,3.25,1530,1565.0,2.0,0,0.0,3,1280,250,2005.0,0,1806 15th Ave,Seattle,WA 98122,USA
2014-06-12,363000.0,3,3.25,1651,1779.0,2.0,0,0.0,3,1341,310,2008.0,0,10734 Whitman Ave N,Seattle,WA 98133,USA
2014-05-28,740000.0,4,2.25,2920,46355.0,2.0,0,0.0,4,2920,0,1998.0,0,28412 SE 43rd St,Fall City,WA 98024,USA
2014-06-04,785000.0,3,1.75,1670,9600.0,1.0,0,0.0,5,1670,0,1961.0,0,3764 79th Ave SE,Mercer Island,WA 98040,USA
2014-05-14,317000.0,3,2.5,1840,5011.0,2.0,0,0.0,3,1840,0,2012.0,1912,21560 SE 275th Ct,Maple Valley,WA 98038,USA
2014-06-17,242000.0,3,1.75,1280,7524.0,1.5,0,0.0,4,1280,0,1988.0,0,11431 SE 229th St,Kent,WA 98031,USA
2014-05-08,347500.0,4,2.5,2460,7350.0,2.0,0,0.0,3,2460,0,1989.0,0,32817 10th Pl SW,Federal Way,WA 98023,USA
2014-06-10,359950.0,3,1.75,1890,9100.0,2.0,0,0.0,4,1890,0,1952.0,0,1633 N 192nd St,Shoreline,WA 98133,USA
2014-05-05,1030000.0,5,2.75,3190,16920.0,1.0,0,3.0,3,1690,1500,1976.0,0,4529 135th Ave SE,Bellevue,WA 98006,USA
2014-07-09,468000.0,4,2.5,2100,8400.0,1.0,0,0.0,4,1240,860,1976.0,1992,14634 128th Ave NE,Woodinville,WA 98072,USA
2014-06-16,632500.0,5,2.5,2640,7096.0,2.0,0,0.0,3,2640,0,2003.0,0,9181 226th Pl NE,Redmond,WA 98053,USA
2014-06-24,600000.0,4,1.75,1740,7700.0,1.0,0,0.0,5,1740,0,1968.0,0,1800 172nd Ave NE,Bellevue,WA 98008,USA
2014-05-30,700000.0,4,2.5,2310,3570.0,1.5,0,0.0,3,1490,820,1927.0,2014,8216 Linden Ave N,Seattle,WA 98103,USA
2014-06-13,615000.0,3,1.75,2350,20820.0,1.0,0,0.0,4,1800,550,1978.0,2000,7-19 210th Pl NE,Sammamish,WA 98074,USA
2014-05-20,519900.0,4,2.0,1820,9350.0,1.0,0,0.0,4,1820,0,1967.0,0,2019 182nd Ave NE,Redmond,WA 98052,USA
